id.accession,id.assay name,id.sample name,study.characteristics.organism,study.factor value.absorbed radiation dose,study.factor value.age,study.factor value.altered gravity,study.factor value.atmospheric pressure,study.factor value.cell cycle phase,study.factor value.cultivar,study.factor value.ecotype,study.factor value.exposure duration,study.factor value.generation,study.factor value.genotype,study.factor value.growth time,study.factor value.ionizing radiation,study.factor value.light,study.factor value.magnetic field,study.factor value.microgravity simulation,study.factor value.organism part,study.factor value.sample preservation method,study.factor value.soil environment exposure,study.factor value.spacecraft,study.factor value.spaceflight,study.factor value.time,study.factor value.time of sample collection after treatment,study.factor value.tissue,study.factor value.tissue segment,study.factor value.treatment
"OSD-428","OSD-428_transcription-profiling_dna-microarray_affymetrix","GSM4848944","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"actuated immediately after the microgravity exposure ",NaN,NaN,NaN,NaN
"OSD-428","OSD-428_transcription-profiling_dna-microarray_affymetrix","GSM4848945","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"actuated after level flight had been maintained for about a minute and a half after the parabola",NaN,NaN,NaN,NaN
"OSD-428","OSD-428_transcription-profiling_dna-microarray_affymetrix","GSM4848946","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"actuated after level flight had been maintained for about a minute and a half after the parabola",NaN,NaN,NaN,NaN
"OSD-428","OSD-428_transcription-profiling_dna-microarray_affymetrix","GSM4848947","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"actuated after level flight had been maintained for about a minute and a half after the parabola",NaN,NaN,NaN,NaN
"OSD-434","OSD-434_transcription-profiling_dna-microarray_affymetrix","GSM4848948","Arabidopsis thaliana",NaN,NaN,"Ground control",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Ground Control",NaN,NaN,NaN,NaN
"OSD-434","OSD-434_transcription-profiling_dna-microarray_affymetrix","GSM4848949","Arabidopsis thaliana",NaN,NaN,"Ground control",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Ground Control",NaN,NaN,NaN,NaN
"OSD-434","OSD-434_transcription-profiling_dna-microarray_affymetrix","GSM4848950","Arabidopsis thaliana",NaN,NaN,"Ground control",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Ground Control",NaN,NaN,NaN,NaN
"OSD-434","OSD-434_transcription-profiling_dna-microarray_affymetrix","GSM4848951","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"first-actuated KFT",NaN,NaN,NaN,NaN
"OSD-434","OSD-434_transcription-profiling_dna-microarray_affymetrix","GSM4848952","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"first-actuated KFT",NaN,NaN,NaN,NaN
"OSD-434","OSD-434_transcription-profiling_dna-microarray_affymetrix","GSM4848953","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"first-actuated KFT",NaN,NaN,NaN,NaN
"OSD-434","OSD-434_transcription-profiling_dna-microarray_affymetrix","GSM4848954","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"last-actuated KFT",NaN,NaN,NaN,NaN
"OSD-434","OSD-434_transcription-profiling_dna-microarray_affymetrix","GSM4848955","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"last-actuated KFT",NaN,NaN,NaN,NaN
"OSD-434","OSD-434_transcription-profiling_dna-microarray_affymetrix","GSM4848956","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"last-actuated KFT",NaN,NaN,NaN,NaN
"OSD-436","OSD-436_transcription-profiling_dna-microarray_affymetrix","GSM4848957","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Fixed during level flight 1 minute before the beginning of the first parabola",NaN,NaN,NaN,NaN
"OSD-436","OSD-436_transcription-profiling_dna-microarray_affymetrix","GSM4848958","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Fixed during level flight 1 minute before the beginning of the first parabola",NaN,NaN,NaN,NaN
"OSD-436","OSD-436_transcription-profiling_dna-microarray_affymetrix","GSM4848959","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Fixed during level flight 1 minute before the beginning of the first parabola",NaN,NaN,NaN,NaN
"OSD-436","OSD-436_transcription-profiling_dna-microarray_affymetrix","GSM4848960","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Fixed immediately after pitching up from level flight into a hyper-g climb",NaN,NaN,NaN,NaN
"OSD-436","OSD-436_transcription-profiling_dna-microarray_affymetrix","GSM4848961","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Fixed immediately after pitching up from level flight into a hyper-g climb",NaN,NaN,NaN,NaN
"OSD-436","OSD-436_transcription-profiling_dna-microarray_affymetrix","GSM4848962","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Fixed immediately after pitching up from level flight into a hyper-g climb",NaN,NaN,NaN,NaN
"OSD-436","OSD-436_transcription-profiling_dna-microarray_affymetrix","GSM4848963","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Fixed at the peak of the first parabola, at the transition from hyper-g to ug, by member A of the flight crew",NaN,NaN,NaN,NaN
"OSD-436","OSD-436_transcription-profiling_dna-microarray_affymetrix","GSM4848964","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Fixed at the peak of the first parabola, at the transition from hyper-g to ug, by member A of the flight crew",NaN,NaN,NaN,NaN
"OSD-436","OSD-436_transcription-profiling_dna-microarray_affymetrix","GSM4848965","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Fixed at the peak of the first parabola, at the transition from hyper-g to ug, by member A of the flight crew",NaN,NaN,NaN,NaN
"OSD-436","OSD-436_transcription-profiling_dna-microarray_affymetrix","GSM4848966","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Fixed at the peak of the first parabola, at the transition from hyper-g to ug, by member B of the flight crew",NaN,NaN,NaN,NaN
"OSD-436","OSD-436_transcription-profiling_dna-microarray_affymetrix","GSM4848967","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Fixed at the peak of the first parabola, at the transition from hyper-g to ug, by member B of the flight crew",NaN,NaN,NaN,NaN
"OSD-436","OSD-436_transcription-profiling_dna-microarray_affymetrix","GSM4848968","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Fixed at the peak of the first parabola, at the transition from hyper-g to ug, by member B of the flight crew",NaN,NaN,NaN,NaN
"OSD-436","OSD-436_transcription-profiling_dna-microarray_affymetrix","GSM4848969","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Fixed at the end of the first parabola",NaN,NaN,NaN,NaN
"OSD-436","OSD-436_transcription-profiling_dna-microarray_affymetrix","GSM4848970","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Fixed at the end of the first parabola",NaN,NaN,NaN,NaN
"OSD-436","OSD-436_transcription-profiling_dna-microarray_affymetrix","GSM4848971","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Fixed at the end of the first parabola",NaN,NaN,NaN,NaN
"OSD-436","OSD-436_transcription-profiling_dna-microarray_affymetrix","GSM4848972","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Fixed at the end of the third parabola",NaN,NaN,NaN,NaN
"OSD-436","OSD-436_transcription-profiling_dna-microarray_affymetrix","GSM4848973","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Fixed at the end of the third parabola",NaN,NaN,NaN,NaN
"OSD-436","OSD-436_transcription-profiling_dna-microarray_affymetrix","GSM4848974","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Fixed at the end of the third parabola",NaN,NaN,NaN,NaN
"OSD-436","OSD-436_transcription-profiling_dna-microarray_affymetrix","GSM4848975","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Fixed at the end of the tenth parabola",NaN,NaN,NaN,NaN
"OSD-436","OSD-436_transcription-profiling_dna-microarray_affymetrix","GSM4848976","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Fixed at the end of the tenth parabola",NaN,NaN,NaN,NaN
"OSD-436","OSD-436_transcription-profiling_dna-microarray_affymetrix","GSM4848977","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Fixed at the end of the tenth parabola",NaN,NaN,NaN,NaN
"OSD-437","OSD-437_transcription-profiling_rna-sequencing-(rna-seq)_Illumina","A4Ex_248","Arabidopsis thaliana",NaN,"4 {day}","1G by centrifugation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space Flight",NaN,NaN,NaN,NaN,NaN
"OSD-437","OSD-437_transcription-profiling_rna-sequencing-(rna-seq)_Illumina","A4_208","Arabidopsis thaliana",NaN,"4 {day}","1G by centrifugation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space Flight",NaN,NaN,NaN,NaN,NaN
"OSD-437","OSD-437_transcription-profiling_rna-sequencing-(rna-seq)_Illumina","A4_223","Arabidopsis thaliana",NaN,"4 {day}","1G by centrifugation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space Flight",NaN,NaN,NaN,NaN,NaN
"OSD-437","OSD-437_transcription-profiling_rna-sequencing-(rna-seq)_Illumina","A4_258","Arabidopsis thaliana",NaN,"4 {day}","1G by centrifugation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space Flight",NaN,NaN,NaN,NaN,NaN
"OSD-437","OSD-437_transcription-profiling_rna-sequencing-(rna-seq)_Illumina","A6Ex_243","Arabidopsis thaliana",NaN,"6 {day}","1G by centrifugation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space Flight",NaN,NaN,NaN,NaN,NaN
"OSD-437","OSD-437_transcription-profiling_rna-sequencing-(rna-seq)_Illumina","A6_203","Arabidopsis thaliana",NaN,"6 {day}","1G by centrifugation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space Flight",NaN,NaN,NaN,NaN,NaN
"OSD-437","OSD-437_transcription-profiling_rna-sequencing-(rna-seq)_Illumina","A6_213","Arabidopsis thaliana",NaN,"6 {day}","1G by centrifugation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space Flight",NaN,NaN,NaN,NaN,NaN
"OSD-437","OSD-437_transcription-profiling_rna-sequencing-(rna-seq)_Illumina","A6_253","Arabidopsis thaliana",NaN,"6 {day}","1G by centrifugation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space Flight",NaN,NaN,NaN,NaN,NaN
"OSD-437","OSD-437_transcription-profiling_rna-sequencing-(rna-seq)_Illumina","B4Ex_236","Arabidopsis thaliana",NaN,"4 {day}","uG",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space Flight",NaN,NaN,NaN,NaN,NaN
"OSD-437","OSD-437_transcription-profiling_rna-sequencing-(rna-seq)_Illumina","B4_237","Arabidopsis thaliana",NaN,"4 {day}","uG",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space Flight",NaN,NaN,NaN,NaN,NaN
"OSD-437","OSD-437_transcription-profiling_rna-sequencing-(rna-seq)_Illumina","B4_238","Arabidopsis thaliana",NaN,"4 {day}","uG",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space Flight",NaN,NaN,NaN,NaN,NaN
"OSD-437","OSD-437_transcription-profiling_rna-sequencing-(rna-seq)_Illumina","B4_269","Arabidopsis thaliana",NaN,"4 {day}","uG",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space Flight",NaN,NaN,NaN,NaN,NaN
"OSD-437","OSD-437_transcription-profiling_rna-sequencing-(rna-seq)_Illumina","B6Ex_220","Arabidopsis thaliana",NaN,"6 {day}","uG",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space Flight",NaN,NaN,NaN,NaN,NaN
"OSD-437","OSD-437_transcription-profiling_rna-sequencing-(rna-seq)_Illumina","B6_219","Arabidopsis thaliana",NaN,"6 {day}","uG",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space Flight",NaN,NaN,NaN,NaN,NaN
"OSD-437","OSD-437_transcription-profiling_rna-sequencing-(rna-seq)_Illumina","B6_232","Arabidopsis thaliana",NaN,"6 {day}","uG",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space Flight",NaN,NaN,NaN,NaN,NaN
"OSD-437","OSD-437_transcription-profiling_rna-sequencing-(rna-seq)_Illumina","B6_233","Arabidopsis thaliana",NaN,"6 {day}","uG",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space Flight",NaN,NaN,NaN,NaN,NaN
"OSD-437","OSD-437_transcription-profiling_rna-sequencing-(rna-seq)_Illumina","G6_283","Arabidopsis thaliana",NaN,"6 {day}","1G on Earth",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Ground Control",NaN,NaN,NaN,NaN,NaN
"OSD-437","OSD-437_transcription-profiling_rna-sequencing-(rna-seq)_Illumina","G6_284","Arabidopsis thaliana",NaN,"6 {day}","1G on Earth",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Ground Control",NaN,NaN,NaN,NaN,NaN
"OSD-437","OSD-437_transcription-profiling_rna-sequencing-(rna-seq)_Illumina","G6_286","Arabidopsis thaliana",NaN,"6 {day}","1G on Earth",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Ground Control",NaN,NaN,NaN,NaN,NaN
"OSD-450","OSD-450_transcription-profiling_dna-microarray_affymetrix","GSM4848978","Arabidopsis thaliana",NaN,NaN,"Level flight",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Roots of seedlings fixed during level flight",NaN,NaN,NaN,NaN
"OSD-450","OSD-450_transcription-profiling_dna-microarray_affymetrix","GSM4848979","Arabidopsis thaliana",NaN,NaN,"Level flight",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Roots of seedlings fixed during level flight",NaN,NaN,NaN,NaN
"OSD-450","OSD-450_transcription-profiling_dna-microarray_affymetrix","GSM4848980","Arabidopsis thaliana",NaN,NaN,"Level flight",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Roots of seedlings fixed during level flight",NaN,NaN,NaN,NaN
"OSD-450","OSD-450_transcription-profiling_dna-microarray_affymetrix","GSM4848981","Arabidopsis thaliana",NaN,NaN,"Level flight",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Roots of seedlings fixed during level flight",NaN,NaN,NaN,NaN
"OSD-450","OSD-450_transcription-profiling_dna-microarray_affymetrix","GSM4848982","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Roots of seedlings fixed after the first parabola",NaN,NaN,NaN,NaN
"OSD-450","OSD-450_transcription-profiling_dna-microarray_affymetrix","GSM4848983","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Roots of seedlings fixed after the first parabola",NaN,NaN,NaN,NaN
"OSD-450","OSD-450_transcription-profiling_dna-microarray_affymetrix","GSM4848984","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Roots of seedlings fixed after the first parabola",NaN,NaN,NaN,NaN
"OSD-450","OSD-450_transcription-profiling_dna-microarray_affymetrix","GSM4848985","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Roots of seedlings fixed after the first parabola",NaN,NaN,NaN,NaN
"OSD-450","OSD-450_transcription-profiling_dna-microarray_affymetrix","GSM4848986","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Roots of seedlings fixed after the third parabola",NaN,NaN,NaN,NaN
"OSD-450","OSD-450_transcription-profiling_dna-microarray_affymetrix","GSM4848987","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Roots of seedlings fixed after the third parabola",NaN,NaN,NaN,NaN
"OSD-450","OSD-450_transcription-profiling_dna-microarray_affymetrix","GSM4848988","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Roots of seedlings fixed after the third parabola",NaN,NaN,NaN,NaN
"OSD-450","OSD-450_transcription-profiling_dna-microarray_affymetrix","GSM4848989","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Roots of seedlings fixed after the third parabola",NaN,NaN,NaN,NaN
"OSD-450","OSD-450_transcription-profiling_dna-microarray_affymetrix","GSM4848990","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Roots of seedlings fixed after the tenth parabola",NaN,NaN,NaN,NaN
"OSD-450","OSD-450_transcription-profiling_dna-microarray_affymetrix","GSM4848991","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Roots of seedlings fixed after the tenth parabola",NaN,NaN,NaN,NaN
"OSD-450","OSD-450_transcription-profiling_dna-microarray_affymetrix","GSM4848992","Arabidopsis thaliana",NaN,NaN,"Gravity, Altered",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Roots of seedlings fixed after the tenth parabola",NaN,NaN,NaN,NaN
"OSD-476","OSD-476_morphometric-analysis_image-analysis_imagej","GSM5691011","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"JSC-1A lunar simulant"
"OSD-476","OSD-476_morphometric-analysis_image-analysis_imagej","GSM5691012","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Apollo 11 regolith"
"OSD-476","OSD-476_morphometric-analysis_image-analysis_imagej","GSM5691013","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Apollo 12 regolith"
"OSD-476","OSD-476_morphometric-analysis_image-analysis_imagej","GSM5691014","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Apollo 17 regolith"
"OSD-476","OSD-476_morphometric-analysis_image-analysis_imagej","GSM5691015","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"JSC-1A lunar simulant"
"OSD-476","OSD-476_morphometric-analysis_image-analysis_imagej","GSM5691016","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Apollo 11 regolith"
"OSD-476","OSD-476_morphometric-analysis_image-analysis_imagej","GSM5691017","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Apollo 12 regolith"
"OSD-476","OSD-476_morphometric-analysis_image-analysis_imagej","GSM5691018","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Apollo 17 regolith"
"OSD-476","OSD-476_morphometric-analysis_image-analysis_imagej","GSM5691019","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"JSC-1A lunar simulant"
"OSD-476","OSD-476_morphometric-analysis_image-analysis_imagej","GSM5691020","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Apollo 11 regolith"
"OSD-476","OSD-476_morphometric-analysis_image-analysis_imagej","GSM5691021","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Apollo 12 regolith"
