"","CWRU004174_S1","CWRU004175_S2","CWRU004176_S3","CWRU004177_S4","CWRU004178_S5","CWRU004179_S6","CWRU004180_S7","CWRU004181_S8","CWRU004182_S9","CWRU004183_S10","CWRU004184_S11","CWRU004185_S12","CWRU004186_S13","CWRU004187_S14"
"AT4G15990",39,58,32,41,13,32,28,27,123,22,41,28,33,29
"AT4G16000",22,45,24,25,17,22,18,31,70,22,28,7,33,27
"AT4G16008",25,33,25,20,17,21,16,32,58,23,25,21,41,35
"AT4G16015",2,3,6,2,2,5,2,1,4,4,2,3,1,8
"AT4G16024",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16030",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16040",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16045",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16050",1,1,1,1,1,3,6,0,0,0,1,0,2,0
"AT4G16060",78,47,133,63,67,117,246,138,153,65,65,26,164,157
"AT4G16070",43,46,163,67,105,103,241,115,175,76,60,49,184,165
"AT4G16080",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16090",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16095",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16100",61,48,111,58,65,75,174,94,114,53,56,28,161,131
"AT4G16105",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16110",307,211,553,263,417,300,742,357,511,221,245,145,573,587
"AT4G16120",72,79,203,84,140,191,270,162,216,67,91,31,203,219
"AT4G16130",371,263,754,359,591,471,944,530,726,329,339,213,730,786
"AT4G16140",5,13,22,5,14,26,24,12,35,12,8,8,40,26
"AT4G16141",69,66,166,83,88,143,213,158,207,77,81,47,176,198
"AT4G16143",415,452,1021,474,593,746,1511,836,1106,435,454,289,961,971
"AT4G16144",71,59,198,84,117,133,253,136,177,62,87,47,183,182
"AT4G16146",20,23,55,20,16,35,48,34,54,17,17,10,74,55
"AT4G16150",725,699,1560,857,968,1112,2180,1216,1535,606,781,474,1418,1586
"AT4G16155",186,186,518,203,277,364,688,354,555,188,242,118,423,429
"AT4G16160",0,0,0,0,0,2,2,2,3,1,0,3,0,1
"AT4G16162",0,2,0,2,2,1,0,3,6,1,0,0,2,0
"AT4G16165",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16180",488,422,1135,483,609,679,1487,771,1086,430,486,286,1007,994
"AT4G16190",4241,3959,9630,4456,6479,5181,12604,6635,8241,3606,4149,2604,9356,8499
"AT4G16195",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16200",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16210",114,89,258,130,159,189,384,174,302,115,140,74,274,248
"AT4G16215",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16220",1,0,0,0,0,0,0,0,1,1,0,0,0,1
"AT4G16230",0,0,2,0,0,0,0,1,0,0,0,0,1,0
"AT4G16233",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AT4G16235",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16240",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16250",77,93,267,91,156,198,324,201,306,119,88,58,246,226
"AT4G16260",32,51,337,35,108,120,141,146,122,45,58,18,270,104
"AT4G16265",10,8,19,9,11,17,37,26,30,6,9,0,30,19
"AT4G16270",0,0,0,0,0,0,0,0,1,1,0,0,0,0
"AT4G16280",237,233,773,240,432,556,1033,572,595,345,263,152,915,734
"AT4G16295",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16310",277,285,707,307,402,516,961,564,693,332,322,165,789,674
"AT4G16330",158,146,357,182,250,220,424,257,332,163,168,97,282,277
"AT4G16340",344,441,1041,414,531,838,1359,925,1327,474,408,196,1242,1088
"AT4G16350",4,3,14,0,10,9,15,14,9,4,3,1,29,13
"AT4G16355",0,0,0,0,0,0,0,0,2,0,0,0,0,1
"AT4G16360",153,165,371,157,205,284,435,270,423,157,160,77,433,350
"AT4G16370",408,418,866,450,545,669,1049,674,1034,419,444,208,905,926
"AT4G16380",199,172,511,224,280,297,634,279,380,201,188,116,504,392
"AT4G16390",94,110,258,136,144,240,335,195,342,109,95,60,305,243
"AT4G16400",1,4,8,1,1,4,7,5,5,0,3,2,4,4
"AT4G16410",87,81,173,92,128,176,234,156,311,118,112,46,208,210
"AT4G16420",200,205,489,230,267,331,677,317,496,197,255,147,410,429
"AT4G16430",163,198,402,186,231,310,569,289,438,149,186,117,365,402
"AT4G16440",74,63,136,57,86,98,179,113,163,66,56,36,139,140
"AT4G16442",32,29,85,55,50,89,135,89,123,33,57,20,111,88
"AT4G16444",43,34,126,45,58,81,157,83,125,47,36,24,140,100
"AT4G16447",29,20,57,12,26,17,35,39,42,18,16,9,55,60
"AT4G16450",137,161,481,163,221,340,537,349,534,177,157,65,453,423
"AT4G16451",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16460",1,0,1,0,0,0,1,0,0,0,0,0,0,0
"AT4G16465",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16470",16,27,60,24,35,27,66,44,52,23,22,15,55,37
"AT4G16475",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16480",83,76,97,89,65,111,136,125,194,70,74,56,140,154
"AT4G16490",250,249,681,325,374,520,1067,519,736,317,336,164,765,682
"AT4G16500",389,383,962,507,577,841,1366,716,1039,454,478,257,1040,933
"AT4G16510",30,36,79,39,51,66,129,50,95,28,34,17,68,58
"AT4G16515",87,90,237,105,134,232,410,214,306,121,107,39,251,281
"AT4G16520",1115,905,2258,951,1512,1424,3148,1346,2467,944,1087,565,2135,2133
"AT4G16530",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"AT4G16535",17,14,36,22,30,34,67,27,50,25,22,9,45,47
"AT4G16540",5,2,9,5,2,3,6,4,7,4,6,1,5,4
"AT4G16545",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16550",0,0,1,0,0,0,1,0,0,0,0,0,0,1
"AT4G16555",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16560",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16563",137,82,249,154,222,86,327,94,104,68,162,88,202,176
"AT4G16566",45,30,90,37,63,58,122,69,88,33,34,21,106,93
"AT4G16570",30,31,81,36,42,65,124,89,99,39,27,23,101,77
"AT4G16580",106,123,283,168,174,210,437,229,322,124,113,98,323,309
"AT4G16590",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16600",1,1,7,1,5,3,1,4,9,0,2,0,3,1
"AT4G16610",1,6,8,1,1,5,3,13,8,3,4,0,3,5
"AT4G16620",7,4,15,3,5,2,14,5,13,3,1,0,9,2
"AT4G16630",47,73,147,66,67,125,189,136,170,58,65,45,132,157
"AT4G16640",3,0,8,3,0,5,4,4,3,1,4,2,11,7
"AT4G16650",135,161,368,214,233,296,563,306,470,177,180,124,370,436
"AT4G16660",318,390,980,382,478,870,1444,843,1222,428,395,179,1146,1058
"AT4G16670",544,422,1529,459,954,1026,2473,959,1538,626,437,200,1670,1315
"AT4G16680",608,505,1717,638,1143,832,1684,1002,893,623,596,440,1666,1480
"AT4G16690",335,174,442,271,477,332,560,298,440,238,289,166,429,474
"AT4G16695",64,56,180,64,83,143,271,118,218,88,86,32,160,132
"AT4G16700",8,5,23,6,5,21,17,18,16,6,2,3,16,18
"AT4G16710",84,99,256,81,149,187,316,142,226,112,111,39,287,227
"AT4G16720",582,722,1639,796,840,1274,2217,1405,2172,832,723,402,1676,1701
"AT4G16730",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16740",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AT4G16745",77,60,181,76,108,103,240,102,157,58,77,31,187,147
"AT4G16748",0,0,2,0,0,0,1,0,1,0,0,0,1,0
"AT4G16750",24,14,68,15,33,53,81,55,61,24,23,8,89,60
"AT4G16760",877,693,1775,934,1115,1239,2168,1334,2038,947,810,458,1801,1762
"AT4G16765",71,60,210,68,95,143,271,132,198,84,54,39,205,170
"AT4G16770",40,64,190,49,104,158,271,116,189,80,60,34,246,161
"AT4G16780",841,895,2329,897,1326,1706,3760,1696,2359,934,987,462,2221,2249
"AT4G16790",144,155,288,125,120,219,337,203,357,125,147,81,290,244
"AT4G16800",27,31,57,32,47,77,111,82,118,38,23,15,86,66
"AT4G16807",5,5,12,6,2,13,13,12,10,4,5,0,13,8
"AT4G16810",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16820",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16830",430,350,991,503,574,536,1137,710,958,342,419,287,889,801
"AT4G16835",8,13,28,12,17,20,34,19,33,14,16,8,33,28
"AT4G16840",10,5,26,11,20,22,33,12,24,11,18,4,33,24
"AT4G16845",116,118,302,143,176,212,456,249,317,133,150,97,372,305
"AT4G16850",13,13,48,26,23,44,59,39,63,14,17,13,68,56
"AT4G16855",2,0,3,0,0,3,2,0,0,0,0,0,2,0
"AT4G16857",4,5,23,6,6,4,18.14,12,11,1,1,0,14,11
"AT4G16860",7.26,16.29,58.5,18.69,20.49,43.54,43,49.46,29.63,25,10.5,6.14,65.04,50.61
"AT4G16880",0,0,2,0,1,0,0,2,2,0,0,0,1,0
"AT4G16890",306.53,257.15,747.31,292.31,503.6,528.04,986.41,453.43,713.2,330.25,309.43,168.35,740.5,582.58
"AT4G16892",4,4,17,3,6,20,12,14,19,11,6,3,37,21
"AT4G16900",89.07,100,309.71,107,176.76,260.95,404.42,231.47,269.39,121,94.13,62,353,355.08
"AT4G16915",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16920",17.57,33.34,91.65,33.09,43.02,68.55,127.07,61.98,86.43,36.45,32.33,9.93,115.39,68.96
"AT4G16930",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16940",30.68,14.07,35.95,22.31,27.56,37.52,81.84,45.09,72.06,25.88,21.19,9.52,50.47,46.7
"AT4G16950",87.75,111.51,369.33,136.18,171.46,241.33,441.17,241.12,368.92,132.06,107.09,57.72,351.06,343.38
"AT4G16955",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G16957",14,7,39,15,35,30,60,32,50,21,17,6,60,50
"AT4G16960",41.14,23.63,133.54,26.42,62.11,117.07,151.94,78.45,100.37,52.36,38.34,24.34,167.53,132.69
"AT4G16970",24,15,52,36,21,79,80,65,73,25,19,11,91,69
"AT4G16980",716,782,2139,843,996,1664,3344,1476,2515,885,872,393,1949,2010
"AT4G16983",1,0,9,0,2,2,4,2,2,1,3,0,2,3
"AT4G16990",1530,1278,3539,1605,2194,2649,6152,2198,3151,1255,1609,968,3196,3626
"AT4G17000",6,7,23,10,20,28,31,19,46,6,10,4,19,34
"AT4G17010",31,41,102,29,42,67,132,71,95,42,46,32,87,82
"AT4G17020",61,58,181,93,107,117,251,127,193,72,73,39,196,194
"AT4G17030",110,91,170,101,100,152,246,213,332,97,95,37,252,192
"AT4G17040",899,840,1902,1021,1340,1297,2667,1375,2136,794,1035,623,1776,1955
"AT4G17050",76,92,208,94,93,167,302,162,245,79,78,38,269,205
"AT4G17060",87,66,152,66,89,124,238,96,166,97,60,38,144,172
"AT4G17070",102,73,227,97,116,128,318,147,202,97,82,45,177,181
"AT4G17080",201,181,365,214,287,298,574,282,462,225,215,128,453,405
"AT4G17085",13,23,36,16,17,40,52,24,67,20,15,19,52,35
"AT4G17090",192,116,294,161,330,220,685,171,350,118,261,100,252,224
"AT4G17098",10,9,23,11,13,12,41,12,16,8,11,3,13,21
"AT4G17100",118,115,327,165,213,295,478,256,389,153,121,64,381,344
"AT4G17140",1964,1505,4589,1997,2916,3274,5922,3374,4236,1930,1835,1116,5158,4716
"AT4G17150",129,116,359,182,204,281,494,248,328,131,149,82,382,320
"AT4G17160",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G17170",534,495,1256,542,796,865,1975,802,1181,539,578,352,1136,1139
"AT4G17180",19,18,52,31,39,48,81,53,71,29,21,15,78,70
"AT4G17190",56,88,182,71,113,151,272,175,231,95,83,39,184,172
"AT4G17200",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G17210",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AT4G17215",3,7,34,6,13,14,46,13,15,11,7,6,24,33
"AT4G17220",24,18,37,21,22,32,53,23,62,13,17,13,36,28
"AT4G17230",174,126,404,162,248,242,432,273,316,154,148,86,390,362
"AT4G17240",15,20,55,25,24,61,67,54,83,19,22,8,45,64
"AT4G17243",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G17245",77,66,107,78,81,98,202,95,125,82,75,42,129,139
"AT4G17250",98,93,208,84,113,146,276,165,217,99,116,54,219,220
"AT4G17260",23,34,96,44,38,59,110,73,111,37,50,12,74,103
"AT4G17270",215,212,576,256,330,493,910,401,691,252,265,114,662,564
"AT4G17280",30,40,131,23,46,98,261,93,138,43,28,16,134,117
"AT4G17300",57,60,146,70,99,107,219,134,208,65,62,32,170,165
"AT4G17310",11,26,54,16,16,51,61,37,47,15,14,15,68,38
"AT4G17330",861,845,2149,871,1219,1551,2654,1622,2160,933,859,506,2330,2120
"AT4G17340",981,855,4124,792,1893,1657,4947,1909,3340,1209,858,348,4764,2628
"AT4G17350",29,40,83,30,45,65,127,49,96,45,49,20,98,88
"AT4G17360",6,13,27,11,7,21,41,19,39,5,5,2,25,28
"AT4G17370",99,106,261,120,147,163,422,143,260,105,127,56,270,262
"AT4G17380",7,3,16,5,11,12,14,9,15,3,12,7,17,15
"AT4G17390",503,569,1470,592,727,1115,2090,1170,1910,681,561,287,1599,1534
"AT4G17410",79,79,218,69,122,134,257,162,177,82,91,68,209,214
"AT4G17420",59,76,143,73,80,103,232,121,184,55,79,32,181,144
"AT4G17430",40,42,141,43,46,107,161,98,170,45,56,18,160,109
"AT4G17440",3,8,10,6,16,14,20,16,13,12,9,3,18,20
"AT4G17460",64,97,246,106,128,147,384,150,205,58,125,59,211,199
"AT4G17470",8,6,33,5,1,7,13,6,18,4,5,4,13,11
"AT4G17480",1,2,3,3,1,2,4,8,4,1,2,1,7,3
"AT4G17483",6,5,10,13,17,10,23,6,15,4,7,4,15,18
"AT4G17486",234,227,458,224,327,349,612,400,562,216,285,150,476,514
"AT4G17490",18,26,57,9,26,31,39,36,56,23,25,14,57,51
"AT4G17500",23,16,84,26,21,45,34,32,37,18,19,15,57,52
"AT4G17505",0,0,1,0,0,0,0,0,0,0,0,1,0,1
"AT4G17510",122,116,281,108,147,186,371,198,295,113,126,61,268,254
"AT4G17520",130,130,311,198,185,291,513,282,438,189,159,81,358,350
"AT4G17530",292,205,634,270,367,434,851,451,700,242,270,142,631,587
"AT4G17540",15,11,45,22,26,43,66,40,60,21,19,13,53,46
"AT4G17550",107,111,292,101,153,202,376,173,283,104,94,61,211,229
"AT4G17560",174,208,379,248,250,434,654,358,627,222,252,109,412,502
"AT4G17565",1,1,3,0,0,1,4,6,4,1,1,1,10,1
"AT4G17570",128,140,322,124,199,253,456,264,327,121,127,62,369,281
"AT4G17580",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G17585",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G17590",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G17600",89,61,156,101,90,139,214,173,248,111,84,37,214,157
"AT4G17610",38,44,106,56,38,84,124,124,127,48,38,18,125,127
"AT4G17612",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G17615",20,30,89,32,42,82,115,73,117,48,41,21,124,103
"AT4G17616",53,66,161,77,80,109,181,101,154,54,64,40,144,135
"AT4G17620",62,60,148,65,93,92,234,130,155,70,77,51,161,159
"AT4G17640",315,256,715,381,379,468,1038,445,648,296,296,213,731,598
"AT4G17650",53,55,142,68,91,94,216,118,176,50,62,41,138,167
"AT4G17660",2,0,1,2,1,4,3,0,2,3,0,0,3,3
"AT4G17670",5,5,15,6,2,9,12,13,19,4,3,2,23,15
"AT4G17680",17,9,41,15,38,77,137,51,77,32,24,11,66,71
"AT4G17690",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"AT4G17695",22,25,70,36,35,62,121,62,89,42,27,14,90,88
"AT4G17700",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G17710",0,0,0,0,0,0,0,0,1,1,0,1,0,1
"AT4G17713",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G17718",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AT4G17720",71,81,189,61,111,152,233,181,231,87,64,21,202,193
"AT4G17730",738,808,1938,844,1091,1180,2586,1334,1993,701,852,509,1947,1775
"AT4G17740",51,58,127,58,76,108,197,120,178,66,55,33,172,145
"AT4G17750",64,39,132,55,75,104,189,95,141.99,44,58,36,129,127
"AT4G17760",1,1,4,1,2,6,9,5,6,4,1,3,2,4
"AT4G17765",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G17770",50,78,167,76,60,141,177,150,185,94,55,17,168,146
"AT4G17780",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G17785",1,0,2,1,0,0,0,0,4,0,0,0,0,2
"AT4G17788",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G17790",73,75,166,99,102,115,248,131,208,59,88,54,171,184
"AT4G17800",29,37,116,37,51,58,82,50,96,31,33,21,101,78
"AT4G17810",20,27,43,28,33,32,102,35,73,19,27,12,47,70
"AT4G17830",135,123,371,127,168,221,426,231,331,141,138,69,315,271
"AT4G17840",215,163,429,205,288,258,626,269,430,182,221,123,399,410
"AT4G17850",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G17860",0,0,1,0,1,0,0,1,1,0,1,0,0,0
"AT4G17870",166,175,454,187,254,291,670,334,491,199,152,83,467,427
"AT4G17880",71,92,234,61,99,146,268,177,272,88,71,36,239,193
"AT4G17890",193,168,481,168,237,364,737,434,557,243,221,83,539,449
"AT4G17895",65,64,201,81,86,150,215,139,157,81,68,37,195,179
"AT4G17900",429,320,915,382,553,630,1321,685,1058,399,456,249,1031,944
"AT4G17905",5,5,21,3,3,12,4,8,9,3,3,3,11,13
"AT4G17910",39,22,93,46,49,63,99,72,84,30,24,10,122,109
"AT4G17920",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G17940",45,50,93,70,63,93,151,84,152,64,59,29,101,116
"AT4G17950",117,104,304,166,169,202,410,225,302,163,134,92,333,278
"AT4G17960",24,16,58,19,29,46,57,47,49,21,15,7,57,45
"AT4G17970",20,22,43,12,22,46,37,31,71,33,21,2,70,27
"AT4G17975",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G17980",0,0,2,0,0,0,1,0,2,0,0,0,2,0
"AT4G17990",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G18010",800,420,1249,684,887,653,1563,670,960,455,597,410,1061,1097
"AT4G18020",285,260,671,272,356,506,837,572,810,318,263,141,884,728
"AT4G18030",817,721,2222,1008,1183,1853,3132,1777,2486,910,923,439,2436,2205
"AT4G18040",88,111,256,87,127,161,287,220,319,122,88,40,229,273
"AT4G18050",15,20,40,25,19,32,23,47,56,27,16,19,59,28
"AT4G18060",136,116,333,117,160,267,465,296,419,145,139,62,340,315
"AT4G18070",189,205,623,262,293,490,870,442,612,229,230,120,712,597
"AT4G18080",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"AT4G18090",0,0,0,1,0,2,0,1,1,1,0,0,1,1
"AT4G18100",605,845,1673,863,879,1363,2345,1491,2341,781,834,423,1722,1630
"AT4G18110",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G18130",127,122,400,164,229,310,568,344,454,189,152,79,484,438
"AT4G18140",218,201,658,261,370,413,766,362,513,233,227,140,724,570
"AT4G18150",0,0,1,2,0,2,0,1,0,0,0,0,0,4
"AT4G18160",105,81,249,87,138,165,281,153,220,108,98,52,243,199
"AT4G18170",50,18,57,30,45,32,50,42,43,21,22,18,48,45
"AT4G18180",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AT4G18190",0,0,0,0,0,0,0,1,0,1,0,0,0,0
"AT4G18195",0,1,1,0,0,0,0,0,0,0,0,0,2,0
"AT4G18197",20,35,93,29,54,71.77,79,66.54,92.62,34,30,8,92,69.44
"AT4G18203",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"AT4G18205",16,14,77,24,35,42.23,78,42.46,44.38,16,14,6,68,69.56
"AT4G18210",43,24,93,32,52,46,114,43,72,29,35,12,114,65
"AT4G18215",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"AT4G18220",1,5,16,17,14,14,26,15,21,13,11,3,28,26
"AT4G18230",62,43,131,63,84,101,208,102,156,49,48,30,184,147
"AT4G18240",176,183,443,193,267,288,639,299,467,175,193,130,514,457
"AT4G18250",1,0,0,1,2,0,0,2,1,0,0,0,0,2
"AT4G18253",8,0,6,2,7,2,11,5,1,1,2,3,2,5
"AT4G18255",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G18260",45,65,159,55,82,102,140,93,166,58,56,35,110,141
"AT4G18270",10,9,35,10,23,34,43,28,35,10,13,11,41,43
"AT4G18280",33,36,140,34,58,100,193,85,126,54,35,24,134,94
"AT4G18290",9,20,45,12,15,26,24,28,26,8,7,6,33,33
"AT4G18300",31,27,96,32,47,55,118,72,94,40,32,21,95,82
"AT4G18310",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G18320",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G18330",0,0,0,2,0,0,0,0,0,2,0,0,0,0
"AT4G18335",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"AT4G18340",90,87,179,79,125,118,315,116,208,87,111,48,204,160
"AT4G18350",0,0,0,0,0,0,0,1,0,0,0,2,1,2
"AT4G18360",23,29,115,34,31,52,80,54,90,31,34,8,93,76
"AT4G18370",56,50,128,70,67,123,175,117,224,56,70,32,111,150
"AT4G18372",13,9,38,10,11,22,49,29,55,13,12,13,29,28
"AT4G18375",8,17,54,29,20,45,73,30,49,23,14,8,65,44
"AT4G18380",73,101,224,88,119,171,344,216,252,91,91,51,239,224
"AT4G18390",92,115,212,132,112,209,273,195,273,127,110,57,256,244
"AT4G18395",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G18400",28,19,64,28,29,46,69,37,78,21,33,11,28,57
"AT4G18422",0,2,0,0,0,0,0,0,2,0,0,0,0,0
"AT4G18425",2,9,12,9,6,8,10,8,10,8,2,5,13,12
"AT4G18430",4,5,29,6,13,6,10,12,13,6,7,2,28,24
"AT4G18440",34,24,61,35,13,45,32,54,68,27,26,12,50,44
"AT4G18450",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G18460",3,10,9,8,5,17,18,11,20,5,6,5,22,9
"AT4G18465",97,97,200,119,122,160,270,186,268,92,120,62,174,210
"AT4G18470",0,5,19,9,5,10,19,16,28,5,7,2,12,8
"AT4G18480",326,352,679,414,421,616,1101,626,1111,433,374,170,800,694
"AT4G18490",10,11,27,12,7,19,35,21,26,12,8,3,21,20
"AT4G18500",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G18501",0,1,0,0,0,0,1,0,2,0,0,2,0,0
"AT4G18510",4,12,30,14,10,19,21,11,39,4,14,7,17,17
"AT4G18520",27,20,73,24,32,39,65,46,77,23,22,10,60,51
"AT4G18530",28,40,101,36,65,75,135,74,117,28,36,18,110,87
"AT4G18540",0,0,0,0,0,0,2,0,0,0,0,0,0,1
"AT4G18550",12,5,33,10,21,21,35,19,26,12,6,6,48,31
"AT4G18570",92,94,234,77,119,202,450,179,285,102,101,42,217,218
"AT4G18580",25,25,82,29,42,39,95,37,44,32,30,9,94,61
"AT4G18590",76,64,151,83,87,112,204,116,154,48,81,43,131,155
"AT4G18593",37,33,106,26,43,64,136,89,94,39,40,28,95,94
"AT4G18596",0,0,4,0,2,2,1,2,0,0,0,0,1,0
"AT4G18600",255,282,628,287,415,455,842,517,681,327,324,193,658,686
"AT4G18610",10,15,53,9,22,22,39,19,38,24,10,9,41,21
"AT4G18620",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G18630",13,12,41,12,14,19,53,44,46,15,11,2,50,38
"AT4G18640",55,124,223,90,117,162,266,178,306,102,117,46,224,222
"AT4G18650",0,0,8,2,0,4,11,3,4,0,1,2,5,9
"AT4G18660",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G18670",101,138,402,124,178,372,576,384,472,169,139,48,354,464
"AT4G18680",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G18690",0,0,1,2,0,0,0,0,0,0,0,0,0,0
"AT4G18692",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G18700",604,505,1382,634,753,899,2096,883,1334,550,602,349,1398,1181
"AT4G18710",1497,1326,3406,1530,2139,2340,5144,2290,3371.69,1458,1618,962,3432,3454
"AT4G18720",0,1,6,0,3,3,6,2,10.31,0,1,0,12,6
"AT4G18725",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G18730",367,516,1050,506,590,894,1608,950,1430,509,534,235,1151,1033
"AT4G18740",113,86,216,90,183,136,378,120,224,90,101,73,183,211
"AT4G18750",6,10,21,9,7,11,15,16,12,7,14,5,12,22
"AT4G18760",38,30,125,51,66,108,233,96,106,60,39,23,145,114
"AT4G18770",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G18780",85,66,105,64,58,109,80,109,227,66,66,35,97,134
"AT4G18790",0,0,3,1,0,6,5,3,5,3,2,2,3,5
"AT4G18800",78,74,236,83,132,140,292,146,190,70,74,56,236,210
"AT4G18810",45,34,59,41,42,61,109,86,124,45,37,23,75,66
"AT4G18815",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G18820",93,96,235,112,134,196,257,209,267,113,103,59,255,236
"AT4G18823",0,0,0,0,0,1,1,0,0,0,0,0,0,0
"AT4G18830",49,41,102,52,57,94,192,79,160,53,54,22,109,112
"AT4G18840",3,13,35,18,30,21,23,20,34,10,10,7,38,27
"AT4G18860",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AT4G18870",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G18880",130,116,295,98,130,162,313,183,218,119,78,75,336,257
"AT4G18890",30,42,74,41,31,53,84,54,81,39,26,13,60,72
"AT4G18900",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT4G18905",176,223,438,196,217,295,540,330,413,159,230,131,397,379
"AT4G18910",56,59,138,63,99,107,198,100,143,57,58,40,171,140
"AT4G18920",0,0,2,0,1,0,0,0,1,0,0,0,0,2
"AT4G18930",55,60,207,70,93,118,223,129,176,59,67,18,209,175
"AT4G18940",1,0,0,0,1,1,1,0,1,0,1,1,0,1
"AT4G18950",95,101,282,113,134,182,324,175,283,110,110,105,321,259
"AT4G18960",0,1,4,0,0,0,3,0,1,0,1,0,0,2
"AT4G18970",230,318,819,328,422,1061,1828,863,1306,411,353,136,1074,1082
"AT4G18975",72,65,185,59,117,114,241,107,167,60,60,44,164,157
"AT4G18980",0,1,8,0,2,2,4,1,0,3,0,2,2,7
"AT4G18990",2,2,3,1,1,0,3,1,3,2,2,0,2,2
"AT4G19000",0,0,0,0,0,0,0,0,0,0,1,0,1,0
"AT4G19003",79,84,267,100,134,187,338,184,299,95,105,51,225,223
"AT4G19006",153,151,334,164,207,280,506,287,393,131,147,107,370,362
"AT4G19010",37,36,91,53,62,62,103,78,88,45,28,24,91,79
"AT4G19020",52,79,164,84,96,171,270,137,219,72,76,28,207,199
