TF	family	name
AT5G33210	SRS	AT5G33210
AT5G35550	MYB	AT5G35550
AT5G35770	SAP	AT5G35770
AT5G35900	LBD	AT5G35900
AT5G37020	ARF	AT5G37020
AT5G37260	MYB_related	AT5G37260
AT5G37415	M-type_MADS	AT5G37415
AT5G37800	bHLH	AT5G37800
AT5G38140	NF-YC	AT5G38140
AT5G38620	M-type_MADS	AT5G38620
AT5G38740	M-type_MADS	AT5G38740
AT5G38800	bZIP	AT5G38800
AT5G38860	bHLH	AT5G38860
AT5G39610	NAC	AT5G39610
AT5G39660	Dof	AT5G39660
AT5G39690	NAC	AT5G39690
AT5G39700	MYB	AT5G39700
AT5G39750	M-type_MADS	AT5G39750
AT5G39760	ZF-HD	AT5G39760
AT5G39810	M-type_MADS	AT5G39810
AT5G39820	NAC	AT5G39820
AT5G39860	bHLH	AT5G39860
AT5G40120	M-type_MADS	AT5G40120
AT5G40220	M-type_MADS	AT5G40220
AT5G40330	MYB	AT5G40330
AT5G40350	MYB	AT5G40350
AT5G40360	MYB	AT5G40360
AT5G40430	MYB	AT5G40430
AT5G40880	C3H	AT5G40880
AT5G41020	MYB_related	AT5G41020
AT5G41030	TCP	AT5G41030
AT5G41090	NAC	AT5G41090
AT5G41200	M-type_MADS	AT5G41200
AT5G41315	bHLH	AT5G41315
AT5G41410	TALE	AT5G41410
AT5G41570	WRKY	AT5G41570
AT5G41765	GeBP	AT5G41765
AT5G41920	GRAS	AT5G41920
AT5G42520	BBR-BPC	AT5G42520
AT5G42630	G2-like	AT5G42630
AT5G42640	C2H2	AT5G42640
AT5G42700	B3	AT5G42700
AT5G42780	ZF-HD	AT5G42780
AT5G42910	bZIP	AT5G42910
AT5G43170	C2H2	AT5G43170
AT5G43175	bHLH	AT5G43175
AT5G43250	NF-YC	AT5G43250
AT5G43270	SBP	AT5G43270
AT5G43290	WRKY	AT5G43290
AT5G43410	ERF	AT5G43410
AT5G43540	C2H2	AT5G43540
AT5G43650	bHLH	AT5G43650
AT5G43840	HSF	AT5G43840
AT5G44080	bZIP	AT5G44080
AT5G44160	C2H2	AT5G44160
AT5G44180	HB-other	AT5G44180
AT5G44190	G2-like	AT5G44190
AT5G44210	ERF	AT5G44210
AT5G44260	C3H	AT5G44260
AT5G45050	WRKY	AT5G45050
AT5G45260	WRKY	AT5G45260
AT5G45300	BES1	AT5G45300
AT5G45420	MYB_related	AT5G45420
AT5G45580	G2-like	AT5G45580
AT5G45710	HSF	AT5G45710
AT5G45980	WOX	AT5G45980
AT5G46010	WOX	AT5G46010
AT5G46350	WRKY	AT5G46350
AT5G46590	NAC	AT5G46590
AT5G46690	bHLH	AT5G46690
AT5G46760	bHLH	AT5G46760
AT5G46830	bHLH	AT5G46830
AT5G46880	HD-ZIP	AT5G46880
AT5G47140	GATA	AT5G47140
AT5G47220	ERF	AT5G47220
AT5G47230	ERF	AT5G47230
AT5G47370	HD-ZIP	AT5G47370
AT5G47390	MYB_related	AT5G47390
AT5G47640	NF-YB	AT5G47640
AT5G47660	Trihelix	AT5G47660
AT5G47670	NF-YB	AT5G47670
AT5G48150	GRAS	AT5G48150
AT5G48250	CO-like	AT5G48250
AT5G48560	bHLH	AT5G48560
AT5G48670	M-type_MADS	AT5G48670
AT5G49200	C3H	AT5G49200
AT5G49240	ARR-B	AT5G49240
AT5G49300	GATA	AT5G49300
AT5G49330	MYB	AT5G49330
AT5G49420	M-type_MADS	AT5G49420
AT5G49450	bZIP	AT5G49450
AT5G49490	M-type_MADS	AT5G49490
AT5G49520	WRKY	AT5G49520
AT5G49620	MYB	AT5G49620
AT5G50080	ERF	AT5G50080
AT5G50470	NF-YC	AT5G50470
AT5G50480	NF-YC	AT5G50480
AT5G50490	NF-YC	AT5G50490
AT5G50570	SBP	AT5G50570
AT5G50670	SBP	AT5G50670
AT5G50820	NAC	AT5G50820
AT5G50915	bHLH	AT5G50915
AT5G51190	ERF	AT5G51190
AT5G51780	bHLH	AT5G51780
AT5G51790	bHLH	AT5G51790
AT5G51860	MIKC_MADS	AT5G51860
AT5G51870	MIKC_MADS	AT5G51870
AT5G51910	TCP	AT5G51910
AT5G51980	C3H	AT5G51980
AT5G51990	ERF	AT5G51990
AT5G52010	C2H2	AT5G52010
AT5G52020	ERF	AT5G52020
AT5G52170	HD-ZIP	AT5G52170
AT5G52260	MYB	AT5G52260
AT5G52510	GRAS	AT5G52510
AT5G52600	MYB	AT5G52600
AT5G52660	MYB_related	AT5G52660
AT5G52830	WRKY	AT5G52830
AT5G53040	Nin-like	AT5G53040
AT5G53200	MYB_related	AT5G53200
AT5G53210	bHLH	AT5G53210
AT5G53290	ERF	AT5G53290
AT5G53660	GRF	AT5G53660
AT5G53950	NAC	AT5G53950
AT5G53980	HD-ZIP	AT5G53980
AT5G54070	HSF	AT5G54070
AT5G54230	MYB	AT5G54230
AT5G54680	bHLH	AT5G54680
AT5G55020	MYB	AT5G55020
AT5G55690	M-type_MADS	AT5G55690
AT5G56110	MYB	AT5G56110
AT5G56200	C2H2	AT5G56200
AT5G56270	WRKY	AT5G56270
AT5G56620	NAC	AT5G56620
AT5G56780	HRT-like	AT5G56780
AT5G56840	MYB_related	AT5G56840
AT5G56860	GATA	AT5G56860
AT5G56960	bHLH	AT5G56960
AT5G57150	bHLH	AT5G57150
AT5G57390	AP2	AT5G57390
AT5G57520	C2H2	AT5G57520
AT5G57620	MYB	AT5G57620
AT5G57660	CO-like	AT5G57660
AT5G57720	B3	AT5G57720
AT5G58010	bHLH	AT5G58010
AT5G58080	ARR-B	AT5G58080
AT5G58280	B3	AT5G58280
AT5G58340	MYB_related	AT5G58340
AT5G58620	C3H	AT5G58620
AT5G58850	MYB	AT5G58850
AT5G58890	M-type_MADS	AT5G58890
AT5G58900	MYB_related	AT5G58900
AT5G59340	WOX	AT5G59340
AT5G59450	GRAS	AT5G59450
AT5G59570	G2-like	AT5G59570
AT5G59780	MYB_related	AT5G59780
AT5G59820	C2H2	AT5G59820
AT5G60120	AP2	AT5G60120
AT5G60130	B3	AT5G60130
AT5G60140	B3	AT5G60140
AT5G60142	B3	AT5G60142
AT5G60200	Dof	AT5G60200
AT5G60440	M-type_MADS	AT5G60440
AT5G60450	ARF	AT5G60450
AT5G60470	C2H2	AT5G60470
AT5G60480	ZF-HD	AT5G60480
AT5G60690	HD-ZIP	AT5G60690
AT5G60830	bZIP	AT5G60830
AT5G60850	Dof	AT5G60850
AT5G60890	MYB	AT5G60890
AT5G60910	MIKC_MADS	AT5G60910
AT5G60970	TCP	AT5G60970
AT5G61270	bHLH	AT5G61270
AT5G61420	MYB_related	AT5G61420
AT5G61430	NAC	AT5G61430
AT5G61470	C2H2	AT5G61470
AT5G61590	ERF	AT5G61590
AT5G61600	ERF	AT5G61600
AT5G61620	MYB_related	AT5G61620
AT5G61850	LFY	AT5G61850
AT5G61890	ERF	AT5G61890
AT5G62000	ARF	AT5G62000
AT5G62020	HSF	AT5G62020
AT5G62110	G2-like	AT5G62110
AT5G62165	MIKC_MADS	AT5G62165
AT5G62320	MYB	AT5G62320
AT5G62380	NAC	AT5G62380
AT5G62430	Dof	AT5G62430
AT5G62470	MYB	AT5G62470
AT5G62610	bHLH	AT5G62610
AT5G62940	Dof	AT5G62940
AT5G63090	LBD	AT5G63090
AT5G63260	C3H	AT5G63260
AT5G63280	C2H2	AT5G63280
AT5G63420	Trihelix	AT5G63420
AT5G63470	NF-YC	AT5G63470
AT5G63790	NAC	AT5G63790
AT5G64060	NAC	AT5G64060
AT5G64220	CAMTA	AT5G64220
AT5G64530	NAC	AT5G64530
AT5G64750	ERF	AT5G64750
AT5G64810	WRKY	AT5G64810
AT5G65050	MIKC_MADS	AT5G65050
AT5G65060	MIKC_MADS	AT5G65060
AT5G65070	MIKC_MADS	AT5G65070
AT5G65080	MIKC_MADS	AT5G65080
AT5G65100	EIL	AT5G65100
AT5G65130	ERF	AT5G65130
AT5G65210	bZIP	AT5G65210
AT5G65230	MYB	AT5G65230
AT5G65310	HD-ZIP	AT5G65310
AT5G65320	bHLH	AT5G65320
AT5G65330	M-type_MADS	AT5G65330
AT5G65410	ZF-HD	AT5G65410
AT5G65510	AP2	AT5G65510
AT5G65590	Dof	AT5G65590
AT5G65640	bHLH	AT5G65640
AT5G65790	MYB	AT5G65790
AT5G66300	NAC	AT5G66300
AT5G66320	GATA	AT5G66320
AT5G66350	SRS	AT5G66350
AT5G66700	HD-ZIP	AT5G66700
AT5G66730	C2H2	AT5G66730
AT5G66770	GRAS	AT5G66770
AT5G66870	LBD	AT5G66870
AT5G66940	Dof	AT5G66940
AT5G66980	B3	AT5G66980
AT5G66990	Nin-like	AT5G66990
AT5G67000	ERF	AT5G67000
AT5G67010	ERF	AT5G67010
AT5G67060	bHLH	AT5G67060
AT5G67110	bHLH	AT5G67110
AT5G67180	AP2	AT5G67180
AT5G67190	ERF	AT5G67190
AT5G67300	MYB	AT5G67300
AT5G67411	GRAS	AT5G67411
AT5G67420	LBD	AT5G67420
AT5G67450	C2H2	AT5G67450
AT5G67580	MYB_related	AT5G67580
